air_temp,process_temp,rotational_speed,torque,tool_wear,machine_failure,TWF,HDF,PWF,OSF,RNF,Type_L,Type_M,timestamp,air_temp_mean_6,process_temp_mean_6,rpm_std_6,torque_std_6,air_temp_lag1,air_temp_lag2,temp_diff,wear_torque,rpm_ema
298.8,308.8,1555,40.6,61,0,0,0,0,0,0,1,0,2024-01-01 01:42:00,298.8333333333333,308.8333333333333,195.8979326077742,9.044648509846416,298.8,298.8,10.0,2476.6,1691.283043921101
298.8,308.8,1441,40.5,63,0,0,0,0,0,0,0,1,2024-01-01 01:43:00,298.81666666666666,308.81666666666666,219.33877906106795,9.524162255372758,298.8,298.8,10.0,2551.5,1619.7736028007862
298.8,308.7,1450,43.4,66,0,0,0,0,0,0,1,0,2024-01-01 01:44:00,298.8,308.8,230.05622501177106,10.21267186717889,298.8,298.8,9.899999999999977,2864.4,1571.2668591434187
298.8,308.7,1591,31.1,68,0,0,0,0,0,0,1,0,2024-01-01 01:45:00,298.8,308.7833333333333,225.0357008713654,9.372886428416829,298.8,298.8,9.899999999999977,2114.8,1576.904899388156
298.8,308.7,1445,48.5,70,0,0,0,0,0,0,1,0,2024-01-01 01:46:00,298.8,308.75,211.70962818602877,9.976104784266617,298.8,298.8,9.899999999999977,3395.0,1539.2177852772545
298.8,308.8,1497,46.8,72,0,0,0,0,0,0,0,1,2024-01-01 01:47:00,298.8,308.75,63.63568181452705,6.165522416362426,298.8,298.8,10.0,3369.6,1527.1555609123245
298.9,308.8,1621,32.7,75,0,0,0,0,0,0,0,0,2024-01-01 01:48:00,298.81666666666666,308.75,79.49779871166085,7.229107828771181,298.8,298.8,9.900000000000034,2452.5,1553.9682577945175
298.9,308.7,1572,34.1,80,0,0,0,0,0,0,1,0,2024-01-01 01:49:00,298.8333333333333,308.73333333333335,75.46831564747185,7.686785197120273,298.9,298.8,9.800000000000011,2728.0,1559.120184138941
298.8,308.6,1872,22.5,82,0,0,0,0,0,0,1,0,2024-01-01 01:50:00,298.8333333333333,308.71666666666664,148.27227207629394,9.93614613419108,298.9,298.9,9.800000000000011,1845.0,1648.5144172421008
298.7,308.6,1499,43.5,84,0,0,0,0,0,0,0,0,2024-01-01 01:51:00,298.81666666666666,308.7,153.9943721915399,10.014872274106507,298.8,298.9,9.900000000000034,3654.0,1605.7960123157864
298.8,308.7,1498,39.5,89,0,0,0,0,0,0,0,1,2024-01-01 01:52:00,298.81666666666666,308.7,145.7002630974513,8.721104670090083,298.7,298.8,9.899999999999977,3515.5,1574.997151654133
298.8,308.6,1486,41.9,92,0,0,0,0,0,0,0,1,2024-01-01 01:53:00,298.81666666666666,308.6666666666667,147.21367690084548,7.73976743836663,298.8,298.7,9.800000000000011,3854.7999999999997,1549.5693940386666
298.8,308.6,1680,29.4,95,0,0,0,0,0,0,1,0,2024-01-01 01:54:00,298.8,308.6333333333333,151.4997249722472,8.104258140015055,298.8,298.8,9.800000000000011,2793.0,1586.8352814561904
298.8,308.6,1431,45.7,97,0,0,0,0,0,0,1,0,2024-01-01 01:55:00,298.78333333333336,308.6166666666667,167.0648576651191,9.123248690388042,298.8,298.8,9.800000000000011,4432.900000000001,1542.3109153258501
298.9,308.7,1564,34.1,99,0,0,0,0,0,0,1,0,2024-01-01 01:56:00,298.8,308.6333333333334,86.36820402594019,6.163900280396113,298.8,298.8,9.800000000000011,3375.9,1548.5077966613214
298.8,308.6,1599,33.0,101,0,0,0,0,0,0,1,0,2024-01-01 01:57:00,298.81666666666666,308.6333333333334,89.62588911692752,6.126880663654804,298.9,298.8,9.800000000000011,3333.0,1562.9341404723725
298.8,308.6,1707,28.1,103,0,0,0,0,0,0,0,1,2024-01-01 01:58:00,298.81666666666666,308.61666666666673,107.47542354727669,7.001047540666108,298.8,298.9,9.800000000000011,2894.3,1604.0958146231233
298.7,308.5,1467,40.7,106,0,0,0,0,0,0,1,0,2024-01-01 01:59:00,298.8,308.59999999999997,110.9462332243259,6.791072571153024,298.8,298.8,9.800000000000011,4314.200000000001,1564.9255818736592
298.9,308.7,1433,44.7,108,0,0,0,0,0,0,1,0,2024-01-01 02:00:00,298.81666666666666,308.6166666666667,109.8649170572653,7.059863077048105,298.7,298.8,9.800000000000011,4827.6,1527.232558481185
298.9,308.7,1558,41.2,110,0,0,0,0,0,0,1,0,2024-01-01 02:01:00,298.8333333333333,308.6333333333333,97.73160525984667,6.232709416190287,298.9,298.7,9.800000000000011,4532.0,1536.023256057989
299.0,308.8,1310,50.7,112,0,0,0,0,0,0,1,0,2024-01-01 02:02:00,298.84999999999997,308.65,139.12536313219962,8.107938496724508,298.9,298.9,9.800000000000011,5678.400000000001,1471.4451828985639
298.9,308.7,1546,43.4,114,0,0,0,0,0,0,1,0,2024-01-01 02:03:00,298.8666666666667,308.6666666666667,134.1145033171272,7.466904758108769,299.0,298.9,9.800000000000011,4947.599999999999,1492.7465592132598
298.9,308.7,1727,29.4,116,0,0,0,0,0,0,1,0,2024-01-01 02:04:00,298.8833333333333,308.68333333333334,140.29029427108057,7.006116375472748,298.9,299.0,9.800000000000011,3410.3999999999996,1559.6761137237572
298.9,308.6,1560,32.2,118,0,0,0,0,0,0,1,0,2024-01-01 02:05:00,298.9166666666667,308.7,140.14658992164743,8.029362780860463,298.9,298.9,9.700000000000045,3799.6000000000004,1559.7686526598266
299.0,308.6,1329,60.5,120,0,0,0,0,0,0,1,0,2024-01-01 02:06:00,298.93333333333334,308.68333333333334,158.61904047118594,11.579982728829986,298.9,298.9,9.600000000000023,7260.0,1493.8347518998762
298.9,308.6,1413,46.5,122,0,0,0,0,0,0,1,0,2024-01-01 02:07:00,298.93333333333334,308.6666666666667,159.96926788188523,11.62642106009702,299.0,298.9,9.700000000000045,5673.0,1470.7391084999115
299.0,308.6,1587,38.6,124,0,0,0,0,0,0,1,0,2024-01-01 02:08:00,298.93333333333334,308.6333333333334,139.46325680981263,11.229366262913832,298.9,299.0,9.600000000000023,4786.400000000001,1503.9565060713653
298.9,308.5,1559,34.3,126,0,0,0,0,0,0,1,0,2024-01-01 02:09:00,298.93333333333334,308.6,139.91771391309402,11.573893035621186,299.0,298.9,9.600000000000023,4321.799999999999,1519.6832186224037
