air_temp,process_temp,rotational_speed,torque,tool_wear,machine_failure,Type_L,Type_M,air_temp_mean_6,process_temp_mean_6,rpm_std_6,torque_std_6,air_temp_lag1,air_temp_lag2,temp_diff,wear_torque,machine_id
298.9,309.1,1383,54.9,145,0,1,0,298.8333333333333,309.1166666666666,583.7107731288386,19.537109987576645,298.9,298.9,10.200000000000044,7960.5,MACHINE_0047
298.8,309.0,1497,43.8,147,0,0,0,298.85,309.1166666666666,586.6474239268421,18.599426514456493,298.9,298.9,10.199999999999989,6438.599999999999,MACHINE_0048
298.7,309.0,1565,35.1,152,0,1,0,298.8333333333333,309.1,577.2125258516138,18.555214900399307,298.8,298.9,10.300000000000011,5335.2,MACHINE_0049
298.7,309.0,1691,30.1,154,0,1,0,298.81666666666666,309.06666666666666,562.7768355810912,17.33962706250244,298.7,298.8,10.300000000000011,4635.400000000001,MACHINE_0050
298.8,309.1,1512,40.7,156,0,1,0,298.8,309.05,552.6944001887479,17.0529371859122,298.7,298.7,10.300000000000011,6349.200000000001,MACHINE_0051
298.8,309.1,1477,42.4,158,0,1,0,298.78333333333336,309.05,102.44299227700624,8.444564326634453,298.8,298.7,10.300000000000011,6699.2,MACHINE_0052
298.8,309.1,1513,40.3,160,0,1,0,298.76666666666665,309.05,78.38303387851266,5.160878478192174,298.8,298.8,10.300000000000011,6448.0,MACHINE_0053
298.8,309.0,1661,29.5,162,0,0,1,298.7666666666667,309.05,87.41719891798573,5.633382642782263,298.8,298.8,10.199999999999989,4779.0,MACHINE_0054
298.8,309.1,1378,54.4,165,0,1,0,298.78333333333336,309.06666666666666,117.60725601197711,9.174239296348617,298.8,298.8,10.300000000000011,8976.0,MACHINE_0055
298.8,309.1,1393,52.6,167,0,1,0,298.8,309.08333333333337,102.34256201600648,9.129165715807073,298.8,298.8,10.300000000000011,8784.2,MACHINE_0056
298.8,309.0,1592,38.2,169,0,0,1,298.8,309.06666666666666,110.8001203368786,9.327379053088844,298.8,298.8,10.199999999999989,6455.8,MACHINE_0057
298.8,309.0,1829,22.9,172,0,1,0,298.8,309.05,171.34876713883884,12.42074876969986,298.8,298.8,10.199999999999989,3938.8,MACHINE_0058
298.9,309.0,1812,25.9,174,0,0,1,298.81666666666666,309.03333333333336,196.26453237064155,13.604815323994682,298.8,298.8,10.100000000000025,4506.599999999999,MACHINE_0059
299.0,309.1,1523,38.6,177,0,1,0,298.85,309.05,197.2930983756569,13.064557652927528,298.9,298.8,10.100000000000025,6832.2,MACHINE_0060
299.0,309.1,1394,45.1,179,0,1,0,298.8833333333333,309.05,193.96984301689773,11.266839249171314,299.0,298.9,10.100000000000025,8072.900000000001,MACHINE_0061
298.9,308.9,1679,28.7,181,0,0,1,298.90000000000003,309.01666666666665,169.3014077515795,8.66479466961954,299.0,299.0,10.0,5194.7,MACHINE_0062
298.8,308.9,1466,44.1,184,0,0,0,298.9,309.0,183.40056343061377,9.622975977662378,298.9,299.0,10.099999999999966,8114.400000000001,MACHINE_0063
298.8,308.9,1527,32.4,189,0,1,0,298.9,308.9833333333333,152.46955980347892,8.039900496896745,298.8,298.9,10.099999999999966,6123.599999999999,MACHINE_0064
298.9,309.0,1410,65.7,191,1,1,0,298.90000000000003,308.9833333333333,103.72158245354092,13.078175204005609,298.8,298.8,10.100000000000025,12548.7,MACHINE_0065
298.9,309.0,1924,22.6,193,0,0,1,298.8833333333333,308.9666666666667,203.1606917360409,15.4349819133897,298.9,298.8,10.100000000000025,4361.8,MACHINE_0066
298.9,309.1,1452,45.5,196,0,1,0,298.8666666666667,308.96666666666664,194.49695798820767,15.46346231174206,298.9,298.9,10.200000000000044,8918.0,MACHINE_0067
298.9,309.1,1369,44.4,198,0,1,0,298.8666666666666,309.0,202.7685051152339,14.501137886386726,298.9,298.9,10.200000000000044,8791.199999999999,MACHINE_0068
299.0,309.1,1592,35.0,200,0,1,0,298.9,309.03333333333336,202.0006600649281,14.76748680942926,298.9,298.9,10.100000000000025,7000.0,MACHINE_0069
298.9,309.0,1601,32.3,202,0,1,0,298.9166666666667,309.05,202.89011804422603,14.779095597047444,299.0,298.9,10.100000000000025,6524.599999999999,MACHINE_0070
298.8,308.9,1379,46.7,204,0,1,0,298.9,309.03333333333336,207.74928800519783,9.499210493509468,298.9,299.0,10.099999999999966,9526.8,MACHINE_0071
298.8,308.9,1461,47.9,206,0,1,0,298.8833333333333,309.0166666666667,100.73662028610362,6.602928643160336,298.8,298.9,10.099999999999966,9867.4,MACHINE_0072
298.8,308.9,1455,41.3,208,1,1,0,298.8666666666666,308.9833333333333,100.60301519669588,6.3720221803338974,298.8,298.8,10.099999999999966,8590.4,MACHINE_0073
298.8,308.9,1398,51.5,0,0,1,0,298.85,308.95,94.96315074806628,7.609402079007297,298.8,298.8,10.099999999999966,0.0,MACHINE_0074
298.8,308.9,1402,37.9,2,0,1,0,298.81666666666666,308.9166666666667,81.23217753246938,7.117771186731649,298.8,298.8,10.099999999999966,75.8,MACHINE_0075
298.8,308.8,1445,49.9,4,0,0,0,298.8,308.8833333333333,34.506038118952766,5.237429394910008,298.8,298.8,10.0,199.6,MACHINE_0076
298.9,308.9,1450,47.5,9,0,1,0,298.81666666666666,308.8833333333333,27.7806887363619,5.272949838562922,298.8,298.8,10.0,427.5,MACHINE_0077
298.9,308.9,1453,40.8,11,0,1,0,298.8333333333333,308.8833333333333,26.45310315759996,5.550645608095275,298.9,298.8,10.0,448.8,MACHINE_0078
299.0,309.0,1469,40.1,13,0,1,0,298.8666666666666,308.90000000000003,29.17133296005901,5.7216839013237495,298.9,298.9,10.0,521.3000000000001,MACHINE_0079
298.9,308.9,1422,47.6,15,0,1,0,298.8833333333333,308.9,24.09495106171887,4.953248092582012,299.0,298.9,10.0,714.0,MACHINE_0080
299.0,309.0,1804,26.8,17,0,0,1,298.9166666666667,308.9166666666667,146.2100087773291,8.485615279204406,298.9,299.0,10.0,455.6,MACHINE_0081
299.0,309.0,1436,43.9,20,0,0,0,298.95,308.95,147.01927311297203,7.702315669113233,299.0,298.9,10.0,878.0,MACHINE_0082
299.0,309.0,1544,31.8,25,0,1,0,298.96666666666664,308.96666666666664,144.89398423215047,7.766595135579069,299.0,299.0,10.0,795.0,MACHINE_0083
299.0,309.0,1419,45.2,27,0,0,1,298.9833333333333,308.9833333333333,148.715388130034,8.221597573870127,299.0,299.0,10.0,1220.4,MACHINE_0084
298.9,308.9,1487,39.5,30,0,0,1,298.96666666666664,308.96666666666664,147.7642266134353,8.212591957881942,299.0,299.0,10.0,1185.0,MACHINE_0085
298.9,308.9,1753,25.8,33,0,1,0,298.96666666666664,308.96666666666664,165.21430527247546,8.53369790887868,298.9,299.0,10.0,851.4,MACHINE_0086
298.9,308.9,1830,24.9,35,0,1,0,298.95,308.95,172.63304048375764,8.946377292886044,298.9,298.9,10.0,871.5,MACHINE_0087
298.9,308.9,1727,27.1,37,0,0,1,298.93333333333334,308.93333333333334,165.4311538576296,8.276573365026549,298.9,298.9,10.0,1002.7,MACHINE_0088
299.1,309.0,1450,43.0,40,0,1,0,298.95,308.93333333333334,178.7411536272496,9.31638341847309,298.9,298.9,9.899999999999975,1720.0,MACHINE_0089
299.0,308.9,1622,31.9,42,0,1,0,298.95,308.9166666666667,152.40133420238396,7.617261100071788,299.1,298.9,9.899999999999975,1339.8,MACHINE_0090
299.0,309.0,1351,52.2,44,0,0,1,298.96666666666664,308.93333333333334,186.8019450291316,11.083095235537783,299.0,299.1,10.0,2296.8,MACHINE_0091
299.0,309.0,1575,35.3,47,0,0,1,298.9833333333333,308.95,175.6709993140587,10.302750441831886,299.0,299.0,10.0,1659.1,MACHINE_0092
298.9,308.9,1750,29.9,50,0,0,1,298.9833333333333,308.95,155.9710443212671,9.415235879502283,299.0,299.0,10.0,1495.0,MACHINE_0093
298.9,308.8,1529,32.7,53,0,1,0,298.9833333333333,308.93333333333334,138.3927984638891,8.52455277419294,298.9,299.0,9.900000000000034,1733.1,MACHINE_0094
298.8,308.8,1523,44.4,55,0,1,0,298.93333333333334,308.90000000000003,131.27325190863004,8.722079262805815,298.9,298.9,10.0,2442.0,MACHINE_0095
298.8,308.9,1852,25.0,57,0,1,0,298.90000000000003,308.9,178.62437310363515,10.005481830809908,298.8,298.9,10.099999999999966,1425.0,MACHINE_0096
298.8,308.8,1991,20.7,59,0,1,0,298.8666666666667,308.8666666666666,193.08719964478928,8.289431021889678,298.8,298.8,10.0,1221.3,MACHINE_0097
298.8,308.8,1555,40.6,61,0,1,0,298.8333333333333,308.8333333333333,195.8979326077742,9.044648509846416,298.8,298.8,10.0,2476.6,MACHINE_0098
298.8,308.8,1441,40.5,63,0,0,1,298.81666666666666,308.81666666666666,219.33877906106795,9.524162255372758,298.8,298.8,10.0,2551.5,MACHINE_0099
298.8,308.7,1450,43.4,66,0,1,0,298.8,308.8,230.05622501177103,10.21267186717889,298.8,298.8,9.899999999999975,2864.4,MACHINE_0100
298.8,308.7,1591,31.1,68,0,1,0,298.8,308.7833333333333,225.0357008713654,9.372886428416829,298.8,298.8,9.899999999999975,2114.8,MACHINE_0101
298.8,308.7,1445,48.5,70,0,1,0,298.8,308.75,211.7096281860288,9.976104784266616,298.8,298.8,9.899999999999975,3395.0,MACHINE_0102
298.8,308.8,1497,46.8,72,0,0,1,298.8,308.75,63.63568181452705,6.165522416362426,298.8,298.8,10.0,3369.6,MACHINE_0103
298.9,308.8,1621,32.7,75,0,0,0,298.81666666666666,308.75,79.49779871166085,7.229107828771181,298.8,298.8,9.900000000000034,2452.5,MACHINE_0104
298.9,308.7,1572,34.1,80,0,1,0,298.8333333333333,308.7333333333333,75.46831564747185,7.686785197120273,298.9,298.8,9.800000000000011,2728.0,MACHINE_0105
298.8,308.6,1872,22.5,82,0,1,0,298.8333333333333,308.71666666666664,148.27227207629394,9.93614613419108,298.9,298.9,9.800000000000011,1845.0,MACHINE_0106
298.7,308.6,1499,43.5,84,0,0,0,298.81666666666666,308.7,153.9943721915399,10.014872274106509,298.8,298.9,9.900000000000034,3654.0,MACHINE_0107
298.8,308.7,1498,39.5,89,0,0,1,298.81666666666666,308.7,145.7002630974513,8.721104670090083,298.7,298.8,9.899999999999975,3515.5,MACHINE_0108
298.8,308.6,1486,41.9,92,0,0,1,298.81666666666666,308.6666666666667,147.21367690084548,7.73976743836663,298.8,298.7,9.800000000000011,3854.8,MACHINE_0109
298.8,308.6,1680,29.4,95,0,1,0,298.8,308.6333333333333,151.4997249722472,8.104258140015055,298.8,298.8,9.800000000000011,2793.0,MACHINE_0110
298.8,308.6,1431,45.7,97,0,1,0,298.78333333333336,308.6166666666667,167.0648576651191,9.123248690388042,298.8,298.8,9.800000000000011,4432.900000000001,MACHINE_0111
298.9,308.7,1564,34.1,99,0,1,0,298.8,308.6333333333334,86.36820402594019,6.163900280396113,298.8,298.8,9.800000000000011,3375.9,MACHINE_0112
298.8,308.6,1599,33.0,101,0,1,0,298.81666666666666,308.6333333333334,89.62588911692752,6.126880663654804,298.9,298.8,9.800000000000011,3333.0,MACHINE_0113
298.8,308.6,1707,28.1,103,0,0,1,298.81666666666666,308.6166666666668,107.47542354727668,7.001047540666108,298.8,298.9,9.800000000000011,2894.3,MACHINE_0114
298.7,308.5,1467,40.7,106,0,1,0,298.8,308.6,110.9462332243259,6.791072571153024,298.8,298.8,9.800000000000011,4314.200000000001,MACHINE_0115
298.9,308.7,1433,44.7,108,0,1,0,298.81666666666666,308.6166666666667,109.8649170572653,7.059863077048105,298.7,298.8,9.800000000000011,4827.6,MACHINE_0116
298.9,308.7,1558,41.2,110,0,1,0,298.8333333333333,308.6333333333333,97.73160525984667,6.232709416190287,298.9,298.7,9.800000000000011,4532.0,MACHINE_0117
299.0,308.8,1310,50.7,112,0,1,0,298.85,308.65,139.12536313219962,8.107938496724508,298.9,298.9,9.800000000000011,5678.400000000001,MACHINE_0118
298.9,308.7,1546,43.4,114,0,1,0,298.8666666666667,308.6666666666667,134.1145033171272,7.466904758108769,299.0,298.9,9.800000000000011,4947.599999999999,MACHINE_0119
298.9,308.7,1727,29.4,116,0,1,0,298.8833333333333,308.68333333333334,140.29029427108057,7.006116375472748,298.9,299.0,9.800000000000011,3410.4,MACHINE_0120
298.9,308.6,1560,32.2,118,0,1,0,298.9166666666667,308.7,140.14658992164743,8.029362780860463,298.9,298.9,9.700000000000044,3799.6,MACHINE_0121
299.0,308.6,1329,60.5,120,0,1,0,298.93333333333334,308.68333333333334,158.61904047118594,11.579982728829986,298.9,298.9,9.600000000000025,7260.0,MACHINE_0122
298.9,308.6,1413,46.5,122,0,1,0,298.93333333333334,308.6666666666667,159.96926788188523,11.62642106009702,299.0,298.9,9.700000000000044,5673.0,MACHINE_0123
299.0,308.6,1587,38.6,124,0,1,0,298.93333333333334,308.6333333333334,139.46325680981263,11.229366262913832,298.9,299.0,9.600000000000025,4786.400000000001,MACHINE_0124
298.9,308.5,1559,34.3,126,0,1,0,298.93333333333334,308.6,139.91771391309402,11.573893035621186,299.0,298.9,9.600000000000025,4321.799999999999,MACHINE_0125
298.8,308.4,1473,41.1,128,0,1,0,298.9166666666667,308.55,101.14230898425424,10.295241619311357,298.9,299.0,9.599999999999966,5260.8,MACHINE_0126
298.8,308.4,1737,27.7,130,0,1,0,298.9,308.5166666666667,143.63657844249286,11.285698914998603,298.8,298.9,9.599999999999966,3601.0,MACHINE_0127
298.7,308.4,1441,43.2,132,0,0,1,298.85,308.4833333333333,119.70630726908158,6.739634015780618,298.8,298.8,9.699999999999989,5702.400000000001,MACHINE_0128
298.7,308.4,1430,49.6,135,0,0,1,298.81666666666666,308.45,116.39659216088094,7.540667521291946,298.7,298.8,9.699999999999989,6696.0,MACHINE_0129
298.8,308.4,1369,53.0,138,0,1,0,298.78333333333336,308.41666666666663,131.0782209217066,9.414757918643865,298.7,298.7,9.599999999999966,7314.0,MACHINE_0130
298.8,308.5,1711,28.5,140,0,0,1,298.76666666666665,308.41666666666663,156.6147076958816,10.531365850005749,298.8,298.7,9.699999999999989,3990.0,MACHINE_0131
298.7,308.5,1420,45.7,143,0,0,0,298.75,308.43333333333334,161.67127141208408,10.74754235472777,298.8,298.8,9.800000000000011,6535.1,MACHINE_0132
298.7,308.6,1297,55.3,148,0,1,0,298.7333333333333,308.46666666666664,140.92645836274414,9.618194563776909,298.7,298.8,9.900000000000034,8184.4,MACHINE_0133
298.8,308.6,1449,49.4,150,0,0,0,298.75,308.5,140.92267383213957,9.605293679355553,298.7,298.7,9.800000000000011,7410.0,MACHINE_0134
298.8,308.6,1268,55.8,155,0,1,0,298.76666666666665,308.53333333333336,158.96540504147288,10.262699449949858,298.8,298.7,9.800000000000011,8649.0,MACHINE_0135
298.8,308.6,1511,36.1,157,0,1,0,298.76666666666665,308.56666666666666,160.59472801641485,10.898929611052068,298.8,298.8,9.800000000000011,5667.7,MACHINE_0136
298.7,308.5,1544,35.2,159,0,1,0,298.75,308.56666666666666,111.86673619385786,9.038307363660577,298.8,298.8,9.800000000000011,5596.8,MACHINE_0137
298.6,308.4,1778,28.2,161,0,0,1,298.7333333333333,308.55,186.05026202615164,11.686858716809551,298.7,298.8,9.799999999999956,4540.2,MACHINE_0138
298.6,308.4,1407,50.5,164,0,0,0,298.71666666666664,308.51666666666665,169.76856795846044,10.837281331896268,298.6,298.7,9.799999999999956,8282.0,MACHINE_0139
298.6,308.4,1391,42.4,169,0,0,1,298.68333333333334,308.4833333333333,174.35299442988173,10.314391240721251,298.6,298.6,9.799999999999956,7165.599999999999,MACHINE_0140
298.5,308.4,1513,33.6,172,0,1,0,298.6333333333334,308.45,138.9848912652013,7.769084030094345,298.6,298.6,9.899999999999975,5779.2,MACHINE_0141
298.5,308.4,1612,36.1,174,0,0,0,298.5833333333333,308.4166666666667,143.14945569811488,7.769084030094345,298.5,298.6,9.899999999999975,6281.400000000001,MACHINE_0142
298.4,308.4,1515,40.1,179,0,1,0,298.53333333333336,308.4,143.51027837754296,7.715287853778824,298.5,298.5,10.0,7177.900000000001,MACHINE_0143
298.3,308.3,1379,48.0,181,0,0,1,298.4833333333333,308.38333333333327,92.22526768732988,6.589511868618748,298.4,298.5,10.0,8688.0,MACHINE_0144
298.4,308.3,1473,39.9,184,0,1,0,298.45,308.3666666666667,87.07180944484665,5.018930829037913,298.3,298.4,9.900000000000034,7341.599999999999,MACHINE_0145
298.4,308.3,1422,42.7,186,0,1,0,298.4166666666667,308.35,81.43627365410556,5.048828246897214,298.4,298.3,9.900000000000034,7942.200000000001,MACHINE_0146
298.4,308.2,1463,37.6,188,0,0,1,298.4,308.31666666666666,80.63415322719239,4.220268553856171,298.4,298.4,9.800000000000011,7068.8,MACHINE_0147
298.4,308.2,1584,41.0,191,0,0,1,298.38333333333327,308.2833333333333,71.58398331097764,3.5680526901940004,298.4,298.4,9.800000000000011,7831.0,MACHINE_0148
298.4,308.2,1850,27.0,194,0,1,0,298.3833333333333,308.25,171.75884256712914,6.995045865944495,298.4,298.4,9.800000000000011,5238.0,MACHINE_0149
298.4,308.2,1528,36.2,196,0,1,0,298.4,308.2333333333333,155.8559163672223,5.602499442213302,298.4,298.4,9.800000000000011,7095.200000000001,MACHINE_0150
298.4,308.2,1987,19.8,198,0,0,0,298.4,308.21666666666664,227.61195047712283,8.86696114799203,298.4,298.4,9.800000000000011,3920.4,MACHINE_0151
298.4,308.1,1495,46.0,203,0,0,1,298.4,308.18333333333334,215.3113249846996,9.584153588084872,298.4,298.4,9.700000000000044,9338.0,MACHINE_0152
298.4,308.2,1478,43.5,206,0,0,0,298.4,308.18333333333334,212.76152534390923,10.234142204731516,298.4,298.4,9.800000000000011,8961.0,MACHINE_0153
298.4,308.2,1499,40.0,211,0,0,1,298.4,308.18333333333334,220.99841628391863,10.135959089630685,298.4,298.4,9.800000000000011,8440.0,MACHINE_0154
298.4,308.2,1471,47.0,214,0,1,0,298.4,308.18333333333334,202.1600026381743,10.103019350669408,298.4,298.4,9.800000000000011,10058.0,MACHINE_0155
298.4,308.2,1282,60.7,216,1,1,0,298.4,308.18333333333334,236.03107140092055,13.30874399282921,298.4,298.4,9.800000000000011,13111.2,MACHINE_0156
298.3,308.1,1412,52.3,218,1,1,0,298.3833333333333,308.1666666666667,83.25563044022556,7.330143245530843,298.4,298.4,9.800000000000011,11401.4,MACHINE_0157
298.3,308.1,1586,35.5,0,0,1,0,298.3666666666667,308.1666666666667,101.6457902063147,9.030836063178278,298.3,298.4,9.800000000000011,0.0,MACHINE_0158
298.4,308.2,1468,43.8,2,0,0,1,298.3666666666666,308.1666666666667,101.26796136982055,9.011714598232754,298.3,298.3,9.800000000000011,87.6,MACHINE_0159
298.5,308.3,1440,43.6,5,0,0,1,298.38333333333327,308.18333333333334,98.74090675432392,8.598778983088318,298.4,298.3,9.800000000000011,218.0,MACHINE_0160
298.5,308.4,1733,26.0,8,0,1,0,298.40000000000003,308.2166666666667,155.26547158549536,12.194219942251374,298.5,298.4,9.899999999999975,208.0,MACHINE_0161
298.4,308.2,1612,32.6,10,0,0,0,298.4,308.2166666666667,123.36679726193144,9.415873122906204,298.5,298.5,9.800000000000011,326.0,MACHINE_0162
298.4,308.3,1458,42.9,15,0,0,0,298.4166666666667,308.25,114.81768156516598,7.29739679611851,298.4,298.5,9.900000000000034,643.5,MACHINE_0163
298.4,308.3,1433,62.3,20,1,1,0,298.43333333333334,308.28333333333336,121.86385846509106,12.352759475787892,298.4,298.4,9.900000000000034,1246.0,MACHINE_0164
298.4,308.3,1318,59.1,22,0,1,0,298.43333333333334,308.3,148.19176765259138,14.263157668155666,298.4,298.4,9.900000000000034,1300.2,MACHINE_0165
298.4,308.2,1610,35.0,24,0,0,1,298.41666666666663,308.28333333333336,150.88229407941284,14.78423710127336,298.4,298.4,9.800000000000011,840.0,MACHINE_0166
298.2,308.1,1462,50.8,27,0,1,0,298.3666666666667,308.2333333333333,112.74469684497907,12.353366612655352,298.4,298.4,9.900000000000034,1371.6,MACHINE_0167
